Cod.Cliente;Cliente;Grupo.Cliente;Cidade;Estado
101953;Adailton Padovan;Papelarias e Livrarias;Curitiba;Paraná
101954;Adailton Granata;Papelarias e Livrarias;Maringá;Paraná
101955;Kaiki Francelino;Papelarias e Livrarias;Maringá;Paraná
101956;Beatriz Neuhaus;Papelarias e Livrarias;Cianorte;Paraná
101957;Weslley Regis;Papelarias e Livrarias;Joaquim Távora;Paraná
101958;Isaias Lage;Papelarias e Livrarias;Sarandi;Paraná
101959;Deiglison Coutinho;Papelarias e Livrarias;Sarandi;Paraná
101960;Elcimar Federighi;Papelarias e Livrarias;São José dos Pinhais;Paraná
101961;Erika Grault;Papelarias e Livrarias;Cianorte;Paraná
101962;Rodrigo Ferracini;Papelarias e Livrarias;Irati;Paraná
101963;Diana Valdeque;Papelarias e Livrarias;Telêmaco Borba;Paraná
101964;Carmeliano Germana;Papelarias e Livrarias;Joaquim Távora;Paraná
101965;Caue Ruella;Papelarias e Livrarias;Cianorte;Paraná
101966;Elizabeth Carmona;Papelarias e Livrarias;Maringá;Paraná
101967;Emanuel Gradizzi;Papelarias e Livrarias;Sarandi;Paraná
101968;Manoel Narita;Papelarias e Livrarias;Pirapozinho;São Paulo
101969;Rommel Loredo;Escolas e Universidades;Mirassol;São Paulo
101970;Isabela Lisboa;Escolas e Universidades;Paranaguá;Paraná
101971;Franco Luiz;Escritórios Corporativos;Assis;São Paulo
101972;Bianca Loiola;Escritórios Corporativos;Bragança Paulista;São Paulo
101973;Fatima Villarvas;Gráficas e Agências;Santo Antônio da Platina;Paraná
101974;Thereza Gracia;Artistas Independentes;Almirante Tamandaré;Paraná
101975;Wadir Lucena;Artistas Independentes;Jacarezinho;Paraná
101976;Eneias Freitas;Artistas Independentes;Arapongas;Paraná
101977;Fabiana Soibelman;Artistas Independentes;Cambé;Paraná
101978;Rogerio Pini;Artistas Independentes;Nhandeara;São Paulo
101979;Edgard Begas;Artistas Independentes;Castilho;São Paulo
101980;Dayrie Borges;Gráficas e Agências;Garça;São Paulo
101981;Tvfnproducoes Piechontcoski;Gráficas e Agências;Telêmaco Borba;Paraná
101982;Leone Pontes;Gráficas e Agências;Cascavel;Paraná
101983;Joaquim Barusco;Gráficas e Agências;Londrina;Paraná
101984;Weslley Quissak;Gráficas e Agências;Querência do Norte;Paraná
101985;Alef Rossana;Gráficas e Agências;Santo Antônio da Platina;Paraná
101986;Evando Terra;Gráficas e Agências;Jacarezinho;Paraná
101987;Solange Carlos;Gráficas e Agências;Cambé;Paraná
101988;Marco Marzano;Escolas e Universidades;Maringá;Paraná
101989;Raissa Ruga;Escolas e Universidades;Paiçandu;Paraná
101990;Jackson Eurico;Artistas Independentes;Santo Antônio da Platina;Paraná
101991;Edmar Portela;Artistas Independentes;Maringá;Paraná
101992;Rena Muller;Artistas Independentes;Sarandi;Paraná
101993;Adrian Inez;Gráficas e Agências;Arapongas;Paraná
101994;Hayron Fontes;Gráficas e Agências;Umuarama;Paraná
101995;Tatiara Wenceslau;Gráficas e Agências;Umuarama;Paraná
101996;Elyson Padovani;Gráficas e Agências;Umuarama;Paraná
101997;Roselane Veronezi;Gráficas e Agências;Sarandi;Paraná
101998;Itatiana Donizete;Escritórios Corporativos;Telêmaco Borba;Paraná
101999;Marta Parente;Escritórios Corporativos;Cascavel;Paraná
102000;Antony Zandomenico;Escritórios Corporativos;Santa Mariana;Paraná
102001;Juliana Lubke;Escritórios Corporativos;Joaquim Távora;Paraná
102002;Elvis Jurevicius;Escritórios Corporativos;Jacarezinho;Paraná
102003;Ronney Borges;Escritórios Corporativos;Bandeirantes;Paraná
102004;Wilmar Zamai;Escritórios Corporativos;Arapongas;Paraná
102005;Votorantim Donadio;Escritórios Corporativos;Querência do Norte;Paraná
102006;Andreia Amparo;Escritórios Corporativos;Ibaiti;Paraná
102007;Reges Camargos;Escritórios Corporativos;Curitiba;Paraná
102008;Celso Zandomenico;Escritórios Corporativos;Quatiguá;Paraná
102009;Helisson Acerbi;Escritórios Corporativos;Cambé;Paraná
102010;Ramira Uckus;Escritórios Corporativos;Telêmaco Borba;Paraná
102011;Maiquel Grossi;Escritórios Corporativos;Quatiguá;Paraná
102012;Giovanni Alvarez;Escritórios Corporativos;Jacarezinho;Paraná
102013;Kelli Gomes;Escritórios Corporativos;Quatiguá;Paraná
102014;Neviton Filgueiras;Escritórios Corporativos;Jacarezinho;Paraná
102015;Jamille Matheus;Escritórios Corporativos;Jacarezinho;Paraná
102016;Faustino Miney;Escritórios Corporativos;Querência do Norte;Paraná
102017;Smilys Wanderley;Escritórios Corporativos;Jacarezinho;Paraná
102018;Cleber T;Escritórios Corporativos;Santo Antônio da Platina;Paraná
102019;Gildarley Camini;Escritórios Corporativos;Santo Antônio da Platina;Paraná
102020;Tayla Arcadepani;Escritórios Corporativos;Arapongas;Paraná
102021;Miguel Vanzelli;Escritórios Corporativos;Marialva;Paraná
102022;Marclyson Kyushima;Escritórios Corporativos;Macaubal;São Paulo
102023;Catia Candido;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
102024;Eden Donelli;Escritórios Corporativos;Pirapozinho;São Paulo
102025;Eloisio Rosana;Escritórios Corporativos;Limeira;São Paulo
102026;Christian Gelman;Escritórios Corporativos;Guaraçaí;São Paulo
102027;Omar Sarmento;Escritórios Corporativos;Santo André;São Paulo
102028;Endrio Piancastelli;Escritórios Corporativos;Mirassol;São Paulo
102029;Wescley Cavalli;Escritórios Corporativos;Tupã;São Paulo
102030;Giulio Souto;Escritórios Corporativos;Guaraçaí;São Paulo
102031;Giovani Bernardes;Escritórios Corporativos;Macaubal;São Paulo
102032;Ezio Piccin;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
102033;Yuri Ishibashy;Escritórios Corporativos;Nhandeara;São Paulo
102034;Frank Albernaz;Escritórios Corporativos;Presidente Prudente;São Paulo
102035;Lecir Trentim;Escritórios Corporativos;São José do Rio Preto;São Paulo
102036;Walder Refosco;Escritórios Corporativos;Nhandeara;São Paulo
102037;Eliel Otavio;Escritórios Corporativos;Castilho;São Paulo
102038;Cirlene Ghion;Escritórios Corporativos;Guaraçaí;São Paulo
102039;Juliana Paulo;Escritórios Corporativos;Castilho;São Paulo
102040;Jayme Turra;Escritórios Corporativos;Campinas;São Paulo
102041;Marcondes Pereira;Escritórios Corporativos;Fernandópolis;São Paulo
102042;Guaciara Stephanie;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
102043;Thamara Godinho;Escritórios Corporativos;Campinas;São Paulo
102044;Elisabeth Brandao;Escritórios Corporativos;Presidente Prudente;São Paulo
102045;Benone Berg;Escritórios Corporativos;Birigui;São Paulo
102046;Lucinilton Zerloti;Escritórios Corporativos;Santo André;São Paulo
102047;Sumitra Prosper;Escritórios Corporativos;Buritama;São Paulo
102048;Ilse Viana;Escritórios Corporativos;Guaraçaí;São Paulo
102049;Tarciso Afonso;Escritórios Corporativos;Regente Feijó;São Paulo
102050;Heloiza Gregorio;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
102051;Lourdes Accioly;Escritórios Corporativos;São José do Rio Preto;São Paulo
102052;Getulio Simundi;Escritórios Corporativos;Penápolis;São Paulo
102053;Franco Girotto;Escritórios Corporativos;Paraguaçu Paulista;São Paulo
102054;Ademir Pena;Escritórios Corporativos;Ribeirão Preto;São Paulo
102055;Suyan Wink;Escritórios Corporativos;Pardinho;São Paulo
102056;Angelo Eucatur;Escritórios Corporativos;Paraguaçu Paulista;São Paulo
102057;Jimmy Garfield;Papelarias e Livrarias;Querência do Norte;Paraná
102058;Rafaella Apoitia;Papelarias e Livrarias;Quatiguá;Paraná
102059;Isabela Novachi;Papelarias e Livrarias;Jacarezinho;Paraná
102060;Marcio Paulo;Papelarias e Livrarias;Querência do Norte;Paraná
102061;Ruy F;Papelarias e Livrarias;Rolândia;Paraná
102062;Allexandre Liibke;Papelarias e Livrarias;Jacarezinho;Paraná
102063;Arisson Nilton;Papelarias e Livrarias;Jacarezinho;Paraná
102064;Heider Peixoto;Papelarias e Livrarias;Jacarezinho;Paraná
102065;Lagachon Jr.;Papelarias e Livrarias;Cambé;Paraná
102066;Cleo Almir;Papelarias e Livrarias;Rolândia;Paraná
102067;Alex Hermes;Papelarias e Livrarias;Santa Mariana;Paraná
102068;Angela Aparecida;Papelarias e Livrarias;Bandeirantes;Paraná
102069;Rafael Dalton;Papelarias e Livrarias;Querência do Norte;Paraná
102070;Lidiane Roque;Papelarias e Livrarias;Arapongas;Paraná
102071;Lucas Roriz;Papelarias e Livrarias;Joaquim Távora;Paraná
102072;Francis Florentino;Papelarias e Livrarias;Santa Mariana;Paraná
102073;Mayco Eloy;Papelarias e Livrarias;Santa Mariana;Paraná
102074;Walter Vilhena;Papelarias e Livrarias;Arapongas;Paraná
102075;Eliane Santoro;Papelarias e Livrarias;Ibaiti;Paraná
102076;Levi Cosmos;Papelarias e Livrarias;Joaquim Távora;Paraná
102077;Magno Zaniboni;Papelarias e Livrarias;Jacarezinho;Paraná
102078;Cibele Saboia;Papelarias e Livrarias;Cascavel;Paraná
102079;Andy Catani;Papelarias e Livrarias;Telêmaco Borba;Paraná
102080;Joel Moura;Papelarias e Livrarias;Cascavel;Paraná
102081;Marlon Carmona;Papelarias e Livrarias;Marialva;Paraná
102082;Mariza Folly;Papelarias e Livrarias;Cascavel;Paraná
102083;Gilberto Yui;Papelarias e Livrarias;Cascavel;Paraná
102084;Josemario Lipere;Papelarias e Livrarias;Irati;Paraná
102085;Francis Tada;Papelarias e Livrarias;Arapongas;Paraná
102086;Silas Marcelletti;Papelarias e Livrarias;Maringá;Paraná
102087;Cesar Jeronimo;Papelarias e Livrarias;Engenheiro Beltrão;Paraná
102088;Michael Lisboa;Papelarias e Livrarias;Almirante Tamandaré;Paraná
102089;Grazianno Helena;Papelarias e Livrarias;Marialva;Paraná
102090;Adriana Borella;Papelarias e Livrarias;Paiçandu;Paraná
102091;Clemildo Marzano;Papelarias e Livrarias;Nova Esperança;Paraná
102092;Thereza Libanore;Papelarias e Livrarias;São José dos Pinhais;Paraná
102093;Danilo Canuto;Papelarias e Livrarias;Paiçandu;Paraná
102094;Leya Gregorio;Papelarias e Livrarias;Arapongas;Paraná
102095;Edgar Fazoli;Papelarias e Livrarias;Indaiatuba;São Paulo
102096;Fabio Morgenstern;Papelarias e Livrarias;Indaiatuba;São Paulo
102097;Thamires Magalhaes;Papelarias e Livrarias;Dracena;São Paulo
102098;Henry Nazareno;Papelarias e Livrarias;Capivari;São Paulo
102099;Giulio Tanaka;Papelarias e Livrarias;Dracena;São Paulo
102100;Arlem Merino;Papelarias e Livrarias;Capivari;São Paulo
102101;Rayan Kleber;Papelarias e Livrarias;Castilho;São Paulo
102102;Cintia Yoshiro;Papelarias e Livrarias;Penápolis;São Paulo
102103;Joanna Cerejo;Papelarias e Livrarias;Fernandópolis;São Paulo
102104;Elton Hermes;Papelarias e Livrarias;Mirassol;São Paulo
102105;Dione Palmeira;Papelarias e Livrarias;Castilho;São Paulo
102106;Ramira Cristino;Papelarias e Livrarias;Adamantina;São Paulo
102107;Janilson Custodio;Papelarias e Livrarias;Valinhos;São Paulo
102108;Haroldo Demenis;Papelarias e Livrarias;Valinhos;São Paulo
102109;Fausto Tagliari;Papelarias e Livrarias;Fernandópolis;São Paulo
102110;Meirelane Pioker;Papelarias e Livrarias;Ribeirão Preto;São Paulo
102111;Israel Kelly;Papelarias e Livrarias;Castilho;São Paulo
102112;Kaio Serrano;Papelarias e Livrarias;Ribeirão Preto;São Paulo
102113;Marllon Viana;Papelarias e Livrarias;Mirassol;São Paulo
102114;Mateus Lauar;Papelarias e Livrarias;São Bernardo do Campo;São Paulo
102115;Lenildo Valenca;Papelarias e Livrarias;Nhandeara;São Paulo
102116;Fulvio Helena;Papelarias e Livrarias;São Bernardo do Campo;São Paulo
102117;Gleice Menezes;Papelarias e Livrarias;Americana;São Paulo
102118;Edgard Bruno;Papelarias e Livrarias;Adamantina;São Paulo
102119;Rhennan Brigido;Papelarias e Livrarias;São José do Rio Preto;São Paulo
102120;Rudy Feital;Papelarias e Livrarias;Valinhos;São Paulo
102121;Magnus Gugliotti;Papelarias e Livrarias;José Bonifácio;São Paulo
102122;Celio Miekzikowski;Papelarias e Livrarias;Dracena;São Paulo
102123;Adriel Sammi;Papelarias e Livrarias;Americana;São Paulo
102124;Julio Mehl;Papelarias e Livrarias;Americana;São Paulo
102125;Elio Ohno;Papelarias e Livrarias;Guaraçaí;São Paulo
102126;Willer Flavio;Papelarias e Livrarias;Dracena;São Paulo
102127;Selmo Samuel;Papelarias e Livrarias;Lins;São Paulo
102128;Joice Gois;Papelarias e Livrarias;Garça;São Paulo
102129;Cleo Malaguez;Papelarias e Livrarias;Garça;São Paulo
102130;Nilson Coutinho;Papelarias e Livrarias;Assis;São Paulo
102131;Manoel Zarbieli;Papelarias e Livrarias;Americana;São Paulo
102132;Alonso Barendse;Papelarias e Livrarias;Garça;São Paulo
102133;Roney Bonella;Papelarias e Livrarias;Guaraçaí;São Paulo
102134;Tayla Juliano;Papelarias e Livrarias;Buritama;São Paulo
102135;Thaisa Dameda;Papelarias e Livrarias;Sabino;São Paulo
102136;Crhistian Pinto;Papelarias e Livrarias;Pirapozinho;São Paulo
102137;Everton Zorzetti;Papelarias e Livrarias;Guaraçaí;São Paulo
102138;Anselmo Lovine;Papelarias e Livrarias;Tupã;São Paulo
102139;Lauro Benedito;Papelarias e Livrarias;Tupã;São Paulo
102140;Francesco Catharina;Papelarias e Livrarias;Pardinho;São Paulo
102141;Heidy Damelio;Papelarias e Livrarias;Ourinhos;São Paulo
102142;Rodney Franzen;Papelarias e Livrarias;Cordeirópolis;São Paulo
102143;Germano Barros;Papelarias e Livrarias;Monte Aprazível;São Paulo
102144;Kelli Patriarca;Papelarias e Livrarias;Nova Odessa;São Paulo
102145;Fabrizio Edoardo;Papelarias e Livrarias;José Bonifácio;São Paulo
102146;Suyan Siqueira;Papelarias e Livrarias;Monte Aprazível;São Paulo
102147;Claudia Gollega;Escolas e Universidades;Cascavel;Paraná
102148;Tomas Casseri;Escolas e Universidades;Barretos;São Paulo
102149;Jussie Granata;Escolas e Universidades;Assis;São Paulo
102150;Marcus Ferracini;Escolas e Universidades;Guarulhos;São Paulo
102151;Talita Gamarra;Escolas e Universidades;Birigui;São Paulo
102152;Elessandro Bicelli;Escolas e Universidades;Londrina;Paraná
102153;Samara Resende;Escolas e Universidades;Londrina;Paraná
102154;Nikolas Dantas;Escolas e Universidades;Cambé;Paraná
102155;Eliane Preuss;Escolas e Universidades;Londrina;Paraná
102156;Sandra Portal;Escolas e Universidades;Londrina;Paraná
102157;Genezio Hirata;Gráficas e Agências;Cascavel;Paraná
102158;Alexandre Fontes;Papelarias e Livrarias;Paranaguá;Paraná
102159;Jaime Abreu;Papelarias e Livrarias;Arapongas;Paraná
102160;Rander Meneghel;Papelarias e Livrarias;Arapongas;Paraná
102161;Lecir Caetano;Escritórios Corporativos;Paranaguá;Paraná
102162;Edvaldo Henninger;Escritórios Corporativos;Arapongas;Paraná
102163;Odone Latta;Escritórios Corporativos;Ponta Grossa;Paraná
102164;Gean Novais;Escritórios Corporativos;Maringá;Paraná
102165;Armando Vilela;Escritórios Corporativos;Ibaiti;Paraná
102166;Adilso Santoro;Escritórios Corporativos;São José dos Pinhais;Paraná
102167;Edclay R;Escritórios Corporativos;Ponta Grossa;Paraná
102168;Edgar Parreira;Escritórios Corporativos;Maringá;Paraná
102169;Carlos Paiva;Escritórios Corporativos;Arapongas;Paraná
102170;Artur Lara;Escritórios Corporativos;Ponta Grossa;Paraná
102171;Tvfnproducoes Felix;Escritórios Corporativos;Americana;São Paulo
102172;Heidy Ferraz;Gráficas e Agências;Araçatuba;São Paulo
102173;Juscelino Phebo;Gráficas e Agências;Cascavel;Paraná
102174;Larissa Lourenco;Gráficas e Agências;Cambé;Paraná
102175;Rejane Gasparotto;Gráficas e Agências;Paiçandu;Paraná
102176;Wilker Moacyr;Escolas e Universidades;Nova Esperança;Paraná
102177;Willer Caio;Artistas Independentes;Cambé;Paraná
102178;Deivisson Avilla;Artistas Independentes;Joaquim Távora;Paraná
102179;Cleber Latta;Artistas Independentes;Arapongas;Paraná
102180;Adilson Frotas;Gráficas e Agências;Arapongas;Paraná
102181;Vera Veroneze;Escritórios Corporativos;Cascavel;Paraná
102182;Newton Ito;Escritórios Corporativos;Arapongas;Paraná
102183;Tamires Cerejo;Escritórios Corporativos;Arapongas;Paraná
102184;Joel Hayner;Escritórios Corporativos;Nova Esperança;Paraná
102185;Moab Carrasco;Escritórios Corporativos;Araçatuba;São Paulo
102186;Karine Arteman;Escritórios Corporativos;Hortolândia;São Paulo
102187;Luis Sacardo;Escritórios Corporativos;Lins;São Paulo
102188;Thamyres Rayme;Escritórios Corporativos;Araçatuba;São Paulo
102189;Romilson Bois;Escritórios Corporativos;Presidente Prudente;São Paulo
102190;Haryson Bertoche;Escritórios Corporativos;Hortolândia;São Paulo
102191;Danillo Torres;Escritórios Corporativos;Presidente Prudente;São Paulo
102192;Morioshi Arcadepani;Escritórios Corporativos;Araçatuba;São Paulo
102193;Lincoln Soliz;Escritórios Corporativos;Hortolândia;São Paulo
102194;Noemi Sanctis;Escritórios Corporativos;Indaiatuba;São Paulo
102195;Kedley Queiroz;Papelarias e Livrarias;Cianorte;Paraná
102196;Yngrid Renner;Papelarias e Livrarias;Cascavel;Paraná
102197;Jesse Germano;Papelarias e Livrarias;Arapongas;Paraná
102198;Eduardo Yumi;Papelarias e Livrarias;Joaquim Távora;Paraná
102199;Miriam Dameda;Papelarias e Livrarias;Arapongas;Paraná
102200;Josiel Pigato;Papelarias e Livrarias;Hortolândia;São Paulo
102201;Francis Brand;Papelarias e Livrarias;Valinhos;São Paulo
102202;Almir Lucena;Papelarias e Livrarias;Araçatuba;São Paulo
102203;Odair Yumi;Papelarias e Livrarias;Araçatuba;São Paulo
102204;Gloria Tabith;Papelarias e Livrarias;Presidente Prudente;São Paulo
102205;Isadora Vitor;Papelarias e Livrarias;Araçatuba;São Paulo
102206;Bianca Latta;Papelarias e Livrarias;Araçatuba;São Paulo
102207;Armando Fabiano;Papelarias e Livrarias;Araçatuba;São Paulo
102208;Layara Bicelli;Papelarias e Livrarias;Birigui;São Paulo
102209;Jelian Briso;Papelarias e Livrarias;Bragança Paulista;São Paulo
102210;Naercio Florini;Papelarias e Livrarias;Bragança Paulista;São Paulo
102211;Josafa Minoru;Papelarias e Livrarias;Bragança Paulista;São Paulo
102212;Soraia Vasconcellos;Papelarias e Livrarias;Guaraçaí;São Paulo
102213;Michelle Villalba;Papelarias e Livrarias;Lins;São Paulo
102214;Marcel Belletato;Papelarias e Livrarias;Lins;São Paulo
102215;Gecilaine Laurentino;Papelarias e Livrarias;Lins;São Paulo
102216;Arisson Domingues;Escolas e Universidades;Maringá;Paraná
102217;Davyson Aguilar;Escolas e Universidades;Lins;São Paulo
102218;Lobo Degane;Escolas e Universidades;Lins;São Paulo
102219;Cesar Piragibe;Escolas e Universidades;Lins;São Paulo
102220;Rogerio Sa;Escolas e Universidades;Foz do Iguaçu;Paraná
102221;Nelson Tambasco;Escolas e Universidades;Maringá;Paraná
102222;Davyson Cristina;Gráficas e Agências;Tanabi;São Paulo
102223;Christiano Novochadlo;Escolas e Universidades;Indaiatuba;São Paulo
102224;Barbara Claudia;Escolas e Universidades;Indaiatuba;São Paulo
102225;Adao Neckel;Gráficas e Agências;Jacarezinho;Paraná
102226;Rayan Carminhola;Artistas Independentes;Cianorte;Paraná
102227;Liberato Soares;Gráficas e Agências;Bandeirantes;Paraná
102228;Hebert Kiyoshi;Gráficas e Agências;Cianorte;Paraná
102229;Marcius Damelio;Gráficas e Agências;Rolândia;Paraná
102230;Wallace Taufer;Gráficas e Agências;Cianorte;Paraná
102231;Kaiki Braga;Gráficas e Agências;Paranaguá;Paraná
102232;Thamires Pilotto;Escritórios Corporativos;Cascavel;Paraná
102233;Claudecy Canedo;Escritórios Corporativos;Jacarezinho;Paraná
102234;Bianca Tescarollo;Escritórios Corporativos;Jacarezinho;Paraná
102235;Andrea Dreux;Escritórios Corporativos;Jacarezinho;Paraná
